iso3,indicator,year,age,residence,wealth_quintile,value,OfficialName,Status.U5MR,total_birth
MNE,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,100,Montenegro,Achieved,7
MNE,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,100,Montenegro,Achieved,7
MNE,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,94.6,Montenegro,Achieved,7
MNE,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,100,Montenegro,Achieved,7
MNE,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,100,Montenegro,Achieved,7
MNE,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,R: Rural,_T: Total,100,Montenegro,Achieved,7
MNE,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,U: Urban,_T: Total,98.2,Montenegro,Achieved,7
MNE,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,_T: Total,98.8,Montenegro,Achieved,7
MNG,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T19: 15 to 19 years old,_T: Total,_T: Total,90,Mongolia,Achieved,69
MNG,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,83.9,Mongolia,Achieved,69
MNG,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,87.7,Mongolia,Achieved,69
MNG,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,86.4,Mongolia,Achieved,69
MNG,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,91.1,Mongolia,Achieved,69
MNG,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,93.6,Mongolia,Achieved,69
MNG,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,R: Rural,_T: Total,85.9,Mongolia,Achieved,69
MNG,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,U: Urban,_T: Total,89.7,Mongolia,Achieved,69
MNG,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,_T: Total,88.5,Mongolia,Achieved,69
MNG,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T19: 15 to 19 years old,_T: Total,_T: Total,100,Mongolia,Achieved,69
MNG,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,97.6,Mongolia,Achieved,69
MNG,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,99.6,Mongolia,Achieved,69
MNG,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,99.4,Mongolia,Achieved,69
MNG,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,100,Mongolia,Achieved,69
MNG,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,100,Mongolia,Achieved,69
MNG,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,R: Rural,_T: Total,98.6,Mongolia,Achieved,69
MNG,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,U: Urban,_T: Total,99.7,Mongolia,Achieved,69
MNG,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2018,Y15T49: 15 to 49 years old,_T: Total,_T: Total,99.3,Mongolia,Achieved,69
MOZ,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,R: Rural,_T: Total,45.3,Mozambique,Acceleration Needed,1191
MOZ,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,U: Urban,_T: Total,65,Mozambique,Acceleration Needed,1191
MOZ,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2018,Y15T49: 15 to 49 years old,_T: Total,_T: Total,51,Mozambique,Acceleration Needed,1191
MRT,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2021,Y15T19: 15 to 19 years old,_T: Total,_T: Total,35.2,Mauritania,Acceleration Needed,156
MRT,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2021,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,26.9,Mauritania,Acceleration Needed,156
MRT,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2021,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,33.1,Mauritania,Acceleration Needed,156
MRT,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2021,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,43,Mauritania,Acceleration Needed,156
MRT,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2021,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,43.4,Mauritania,Acceleration Needed,156
MRT,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2021,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,49.3,Mauritania,Acceleration Needed,156
MRT,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2021,Y15T49: 15 to 49 years old,R: Rural,_T: Total,33.9,Mauritania,Acceleration Needed,156
MRT,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2021,Y15T49: 15 to 49 years old,U: Urban,_T: Total,44.5,Mauritania,Acceleration Needed,156
MRT,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2021,Y15T49: 15 to 49 years old,_T: Total,_T: Total,38.5,Mauritania,Acceleration Needed,156
MRT,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T19: 15 to 19 years old,_T: Total,_T: Total,69.9,Mauritania,Acceleration Needed,156
MRT,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,36.2,Mauritania,Acceleration Needed,156
MRT,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,56.8,Mauritania,Acceleration Needed,156
MRT,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,82.2,Mauritania,Acceleration Needed,156
MRT,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,97.2,Mauritania,Acceleration Needed,156
MRT,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,98.9,Mauritania,Acceleration Needed,156
MRT,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T49: 15 to 49 years old,R: Rural,_T: Total,53.3,Mauritania,Acceleration Needed,156
MRT,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T49: 15 to 49 years old,U: Urban,_T: Total,95.7,Mauritania,Acceleration Needed,156
MRT,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2021,Y15T49: 15 to 49 years old,_T: Total,_T: Total,70.4,Mauritania,Acceleration Needed,156
MSR,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,_T: Total,100,Montserrat,Achieved,0
MUS,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2021,Y15T49: 15 to 49 years old,_T: Total,_T: Total,99.7,Mauritius,Achieved,13
MWI,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2020,Y15T19: 15 to 19 years old,_T: Total,_T: Total,49.7,Malawi,Acceleration Needed,666
MWI,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2020,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,43.9,Malawi,Acceleration Needed,666
MWI,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2020,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,50.2,Malawi,Acceleration Needed,666
MWI,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2020,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,49,Malawi,Acceleration Needed,666
MWI,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2020,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,53.3,Malawi,Acceleration Needed,666
MWI,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2020,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,61.4,Malawi,Acceleration Needed,666
MWI,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2020,Y15T49: 15 to 49 years old,R: Rural,_T: Total,49.3,Malawi,Acceleration Needed,666
MWI,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2020,Y15T49: 15 to 49 years old,U: Urban,_T: Total,59,Malawi,Acceleration Needed,666
MWI,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2020,Y15T49: 15 to 49 years old,_T: Total,_T: Total,50.5,Malawi,Acceleration Needed,666
MWI,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T19: 15 to 19 years old,_T: Total,_T: Total,96.6,Malawi,Acceleration Needed,666
MWI,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,95.1,Malawi,Acceleration Needed,666
MWI,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,95.3,Malawi,Acceleration Needed,666
MWI,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,96.2,Malawi,Acceleration Needed,666
MWI,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,98,Malawi,Acceleration Needed,666
MWI,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,98.6,Malawi,Acceleration Needed,666
MWI,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T49: 15 to 49 years old,R: Rural,_T: Total,96,Malawi,Acceleration Needed,666
MWI,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T49: 15 to 49 years old,U: Urban,_T: Total,98.9,Malawi,Acceleration Needed,666
MWI,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2020,Y15T49: 15 to 49 years old,_T: Total,_T: Total,96.4,Malawi,Acceleration Needed,666
MYS,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2019,Y15T49: 15 to 49 years old,_T: Total,_T: Total,99.6,Malaysia,Achieved,509
NER,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2021,Y15T19: 15 to 19 years old,_T: Total,_T: Total,34.6,Niger,Acceleration Needed,1181
NER,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2021,Y15T49: 15 to 49 years old,R: Rural,_T: Total,35.3,Niger,Acceleration Needed,1181
NER,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2021,Y15T49: 15 to 49 years old,U: Urban,_T: Total,50,Niger,Acceleration Needed,1181
NER,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2021,Y15T49: 15 to 49 years old,_T: Total,_T: Total,37.3,Niger,Acceleration Needed,1181
NER,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2021,Y15T19: 15 to 19 years old,_T: Total,_T: Total,42.5,Niger,Acceleration Needed,1181
NER,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2021,Y15T49: 15 to 49 years old,R: Rural,_T: Total,36.8,Niger,Acceleration Needed,1181
NER,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2021,Y15T49: 15 to 49 years old,U: Urban,_T: Total,91.5,Niger,Acceleration Needed,1181
NER,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,2021,Y15T49: 15 to 49 years old,_T: Total,_T: Total,43.7,Niger,Acceleration Needed,1181
NGA,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2021,Y15T19: 15 to 19 years old,_T: Total,_T: Total,49,Nigeria,Acceleration Needed,8003
NGA,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2021,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,34,Nigeria,Acceleration Needed,8003
NGA,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2021,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,48.1,Nigeria,Acceleration Needed,8003
NGA,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,2021,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,64.1,Nigeria,Acceleration Needed,8003
